,Date,High,Low,Open,Close,Volume,Adj Close
498,2017-01-03,62.84000015258789,62.130001068115234,62.790000915527344,62.58000183105469,20694100.0,57.80781936645508
499,2017-01-04,62.75,62.119998931884766,62.47999954223633,62.29999923706055,21340000.0,57.54917144775391
500,2017-01-05,62.65999984741211,62.02999877929688,62.18999862670898,62.29999923706055,24876000.0,57.54917144775391
501,2017-01-06,63.150001525878906,62.040000915527344,62.29999923706055,62.84000015258789,19922900.0,58.04800796508789
502,2017-01-09,63.08000183105469,62.540000915527344,62.7599983215332,62.63999938964844,20382700.0,57.86325073242188
503,2017-01-10,63.06999969482422,62.27999877929688,62.72999954223633,62.619998931884766,18593000.0,57.84477996826172
504,2017-01-11,63.22999954223633,62.43000030517578,62.61000061035156,63.18999862670898,21517300.0,58.37130355834961
505,2017-01-12,63.400001525878906,61.95000076293945,63.060001373291016,62.61000061035156,20968200.0,57.83553695678711
506,2017-01-13,62.869998931884766,62.34999847412109,62.619998931884766,62.70000076293945,19422300.0,57.91868209838867
507,2017-01-17,62.70000076293945,62.02999877929688,62.68000030517578,62.52999877929688,20664000.0,57.76163482666016
508,2017-01-18,62.70000076293945,62.119998931884766,62.66999816894531,62.5,19670100.0,57.73393249511719
509,2017-01-19,62.97999954223633,62.20000076293945,62.2400016784668,62.29999923706055,18451700.0,57.54917144775391
510,2017-01-20,62.81999969482422,62.369998931884766,62.66999816894531,62.7400016784668,30213500.0,57.95562744140625
511,2017-01-23,63.119998931884766,62.56999969482422,62.70000076293945,62.959999084472656,23097600.0,58.15884017944336
512,2017-01-24,63.7400016784668,62.93999862670898,63.20000076293945,63.52000045776367,24672900.0,58.67614364624024
513,2017-01-25,64.0999984741211,63.45000076293945,63.95000076293945,63.68000030517578,23672700.0,58.82393646240234
514,2017-01-26,64.54000091552734,63.54999923706055,64.12000274658203,64.2699966430664,43554600.0,59.36894226074219
515,2017-01-27,65.91000366210938,64.88999938964844,65.38999938964844,65.77999877929688,44818000.0,60.76380920410156
516,2017-01-30,65.79000091552734,64.80000305175781,65.69000244140625,65.12999725341797,31651400.0,60.16337585449219
517,2017-01-31,65.1500015258789,64.26000213623047,64.86000061035156,64.6500015258789,25270500.0,59.7199821472168
518,2017-02-01,64.62000274658203,63.470001220703125,64.36000061035156,63.58000183105469,39671500.0,58.731571197509766
519,2017-02-02,63.40999984741211,62.75,63.25,63.16999816894531,45827000.0,58.35282897949219
520,2017-02-03,63.70000076293945,63.06999969482422,63.5,63.68000030517578,30301800.0,58.82393646240234
521,2017-02-06,63.650001525878906,63.13999938964844,63.5,63.63999938964844,19796400.0,58.786991119384766
522,2017-02-07,63.77999877929688,63.22999954223633,63.7400016784668,63.43000030517578,20277200.0,58.59301376342773
523,2017-02-08,63.810001373291016,63.220001220703125,63.56999969482422,63.34000015258789,18096400.0,58.5098762512207
524,2017-02-09,64.44000244140625,63.31999969482422,63.52000045776367,64.05999755859375,22644400.0,59.17496871948242
525,2017-02-10,64.30000305175781,63.97999954223633,64.25,64.0,18170700.0,59.11954116821289
526,2017-02-13,64.86000061035156,64.12999725341797,64.23999786376953,64.72000122070312,22920100.0,59.78463363647461
527,2017-02-14,64.72000122070312,64.0199966430664,64.41000366210938,64.56999969482422,23108400.0,60.0076789855957
528,2017-02-15,64.56999969482422,64.16000366210938,64.5,64.52999877929688,17005200.0,59.970497131347656
529,2017-02-16,65.23999786376953,64.44000244140625,64.73999786376953,64.5199966430664,20546300.0,59.96120071411133
530,2017-02-17,64.69000244140625,64.30000305175781,64.47000122070312,64.62000274658203,21248800.0,60.05414962768555
531,2017-02-21,64.94999694824219,64.44999694824219,64.61000061035156,64.48999786376953,20655900.0,59.933326721191406
532,2017-02-22,64.38999938964844,64.05000305175781,64.33000183105469,64.36000061035156,19292700.0,59.81251907348633
533,2017-02-23,64.7300033569336,64.19000244140625,64.41999816894531,64.62000274658203,20273100.0,60.05414962768555
534,2017-02-24,64.80000305175781,64.13999938964844,64.52999877929688,64.62000274658203,21796800.0,60.05414962768555
535,2017-02-27,64.54000091552734,64.05000305175781,64.54000091552734,64.2300033569336,15871500.0,59.69170379638672
536,2017-02-28,64.19999694824219,63.7599983215332,64.08000183105469,63.97999954223633,23239800.0,59.4593620300293
537,2017-03-01,64.98999786376953,64.0199966430664,64.12999725341797,64.94000244140625,26937500.0,60.35153198242188
538,2017-03-02,64.75,63.880001068115234,64.69000244140625,64.01000213623047,24539600.0,59.48725128173828
539,2017-03-03,64.27999877929688,63.619998931884766,63.9900016784668,64.25,18135900.0,59.71029281616211
540,2017-03-06,64.55999755859375,63.810001373291016,63.970001220703125,64.2699966430664,18750300.0,59.72887802124024
541,2017-03-07,64.77999877929688,64.19000244140625,64.19000244140625,64.4000015258789,18521000.0,59.84968185424805
542,2017-03-08,65.08000183105469,64.25,64.26000213623047,64.98999786376953,21510900.0,60.39799499511719
543,2017-03-09,65.19999694824219,64.4800033569336,65.19000244140625,64.7300033569336,19846800.0,60.156375885009766
544,2017-03-10,65.26000213623047,64.75,65.11000061035156,64.93000030517578,19538200.0,60.34223937988281
545,2017-03-13,65.19000244140625,64.56999969482422,65.01000213623047,64.70999908447266,20100000.0,60.137786865234375
546,2017-03-14,64.55000305175781,64.1500015258789,64.52999877929688,64.41000366210938,14280200.0,59.85898971557617
547,2017-03-15,64.91999816894531,64.25,64.55000305175781,64.75,24833800.0,60.17496109008789
548,2017-03-16,64.76000213623047,64.30000305175781,64.75,64.63999938964844,20674300.0,60.07272338867188
549,2017-03-17,65.23999786376953,64.68000030517578,64.91000366210938,64.87000274658203,49219700.0,60.28647613525391
550,2017-03-20,65.18000030517578,64.72000122070312,64.91000366210938,64.93000030517578,14598100.0,60.34223937988281
551,2017-03-21,65.5,64.12999725341797,65.19000244140625,64.20999908447266,26640500.0,59.6731071472168
552,2017-03-22,65.13999938964844,64.12000274658203,64.12000274658203,65.02999877929688,20680000.0,60.435176849365234
553,2017-03-23,65.23999786376953,64.7699966430664,64.94000244140625,64.87000274658203,19269200.0,60.28647613525391
554,2017-03-24,65.44999694824219,64.76000213623047,65.36000061035156,64.9800033569336,22617100.0,60.388710021972656
555,2017-03-27,65.22000122070312,64.3499984741211,64.62999725341797,65.0999984741211,18614700.0,60.50022888183594
556,2017-03-28,65.47000122070312,64.6500015258789,64.95999908447266,65.29000091552734,20080400.0,60.676795959472656
557,2017-03-29,65.5,64.94999694824219,65.12000274658203,65.47000122070312,13618400.0,60.844085693359375
558,2017-03-30,65.9800033569336,65.36000061035156,65.41999816894531,65.70999908447266,15122800.0,61.06713104248047
559,2017-03-31,66.19000244140625,65.44999694824219,65.6500015258789,65.86000061035156,21040300.0,61.20652770996094
560,2017-04-03,65.94000244140625,65.19000244140625,65.80999755859375,65.55000305175781,20400900.0,60.91844177246094
561,2017-04-04,65.80999755859375,65.27999877929688,65.38999938964844,65.7300033569336,12997400.0,61.085723876953125
562,2017-04-05,66.3499984741211,65.44000244140625,66.30000305175781,65.55999755859375,21448600.0,60.9277229309082
563,2017-04-06,66.05999755859375,65.4800033569336,65.5999984741211,65.7300033569336,18103500.0,61.085723876953125
564,2017-04-07,65.95999908447266,65.44000244140625,65.8499984741211,65.68000030517578,14108500.0,61.03924179077149
565,2017-04-10,65.81999969482422,65.36000061035156,65.61000061035156,65.52999877929688,17952700.0,60.899845123291016
566,2017-04-11,65.61000061035156,64.8499984741211,65.5999984741211,65.4800033569336,18791500.0,60.85338973999024
567,2017-04-12,65.51000213623047,65.11000061035156,65.41999816894531,65.2300033569336,17108500.0,60.62104415893555
568,2017-04-13,65.86000061035156,64.94999694824219,65.29000091552734,64.94999694824219,17896500.0,60.360836029052734
569,2017-04-17,65.48999786376953,65.01000213623047,65.04000091552734,65.4800033569336,16689300.0,60.85338973999024
570,2017-04-18,65.70999908447266,65.16000366210938,65.33000183105469,65.38999938964844,15155600.0,60.76972579956055
571,2017-04-19,65.75,64.88999938964844,65.6500015258789,65.04000091552734,26992800.0,60.4444694519043
572,2017-04-20,65.75,65.13999938964844,65.45999908447266,65.5,22299500.0,60.87197494506836
573,2017-04-21,66.69999694824219,65.44999694824219,65.66999816894531,66.4000015258789,32522600.0,61.7083740234375
574,2017-04-24,67.66000366210938,67.0999984741211,67.4800033569336,67.52999877929688,29770000.0,62.7585334777832
575,2017-04-25,68.04000091552734,67.5999984741211,67.9000015258789,67.91999816894531,30242700.0,63.12095260620117
576,2017-04-26,68.30999755859375,67.62000274658203,68.08000183105469,67.83000183105469,26190800.0,63.03734970092773
577,2017-04-27,68.37999725341797,67.58000183105469,68.1500015258789,68.2699966430664,34971000.0,63.44623565673828
578,2017-04-28,69.13999938964844,67.69000244140625,68.91000366210938,68.45999908447266,39548800.0,63.622825622558594
579,2017-05-01,69.55000305175781,68.5,68.68000030517578,69.41000366210938,31954400.0,64.50569915771484
580,2017-05-02,69.70999908447266,69.12999725341797,69.70999908447266,69.30000305175781,23906100.0,64.40347290039062
581,2017-05-03,69.37999725341797,68.70999908447266,69.37999725341797,69.08000183105469,28928000.0,64.19901275634766
582,2017-05-04,69.08000183105469,68.63999938964844,69.02999877929688,68.80999755859375,21749400.0,63.94810104370117
583,2017-05-05,69.02999877929688,68.48999786376953,68.9000015258789,69.0,19128800.0,64.12467956542969
584,2017-05-08,69.05000305175781,68.41999816894531,68.97000122070312,68.94000244140625,18566100.0,64.06891632080078
585,2017-05-09,69.27999877929688,68.68000030517578,68.86000061035156,69.04000091552734,22858400.0,64.1618423461914
586,2017-05-10,69.55999755859375,68.91999816894531,68.98999786376953,69.30999755859375,17977800.0,64.41276550292969
587,2017-05-11,68.7300033569336,68.12000274658203,68.36000061035156,68.45999908447266,28789400.0,63.622825622558594
588,2017-05-12,68.61000061035156,68.04000091552734,68.61000061035156,68.37999725341797,18714100.0,63.5484733581543
589,2017-05-15,68.4800033569336,67.56999969482422,68.13999938964844,68.43000030517578,31530300.0,63.59492111206055
590,2017-05-16,69.44000244140625,68.16000366210938,68.2300033569336,69.41000366210938,34956000.0,64.87544250488281
591,2017-05-17,69.0999984741211,67.43000030517578,68.88999938964844,67.4800033569336,30548800.0,63.071537017822266
592,2017-05-18,68.12999725341797,67.13999938964844,67.4000015258789,67.70999908447266,25201300.0,63.2865104675293
593,2017-05-19,68.0999984741211,67.43000030517578,67.5,67.69000244140625,26961100.0,63.26781463623047
594,2017-05-22,68.5,67.5,67.88999938964844,68.44999694824219,16237600.0,63.97816848754883
595,2017-05-23,68.75,68.37999725341797,68.72000122070312,68.68000030517578,15425800.0,64.19312286376953
596,2017-05-24,68.87999725341797,68.44999694824219,68.87000274658203,68.7699966430664,14593900.0,64.27725219726562
597,2017-05-25,69.87999725341797,68.91000366210938,68.97000122070312,69.62000274658203,21854100.0,65.07173156738281
598,2017-05-26,70.22000122070312,69.5199966430664,69.80000305175781,69.95999908447266,19827900.0,65.38951110839844
599,2017-05-30,70.41000366210938,69.7699966430664,69.79000091552734,70.41000366210938,17072800.0,65.8100814819336
600,2017-05-31,70.73999786376953,69.80999755859375,70.52999877929688,69.83999633789062,30436400.0,65.27735137939453
601,2017-06-01,70.61000061035156,69.44999694824219,70.23999786376953,70.0999984741211,21603600.0,65.52037811279297
602,2017-06-02,71.86000061035156,70.23999786376953,70.44000244140625,71.76000213623047,34770300.0,67.0719223022461
603,2017-06-05,72.88999938964844,71.80999755859375,71.97000122070312,72.27999877929688,33316800.0,67.55794525146484
604,2017-06-06,72.62000274658203,72.2699966430664,72.30000305175781,72.5199966430664,31511100.0,67.78224182128906
605,2017-06-07,72.7699966430664,71.94999694824219,72.63999938964844,72.38999938964844,22301800.0,67.66075897216797
606,2017-06-08,72.5199966430664,71.5,72.51000213623047,71.94999694824219,24588300.0,67.24949645996094
607,2017-06-09,72.08000183105469,68.58999633789062,72.04000091552734,70.31999969482422,49187400.0,65.72599029541016
608,2017-06-12,69.94000244140625,68.12999725341797,69.25,69.77999877929688,47761700.0,65.22126770019531
609,2017-06-13,70.81999969482422,69.95999908447266,70.0199966430664,70.6500015258789,25258600.0,66.03445434570312
610,2017-06-14,71.0999984741211,69.43000030517578,70.91000366210938,70.2699966430664,25510700.0,65.67925262451172
611,2017-06-15,70.20999908447266,68.80000305175781,69.2699966430664,69.9000015258789,26068700.0,65.33341979980469
612,2017-06-16,70.02999877929688,69.22000122070312,69.7300033569336,70.0,48345100.0,65.42691802978516
613,2017-06-19,70.94000244140625,70.3499984741211,70.5,70.87000274658203,23798300.0,66.24005126953125
614,2017-06-20,70.87000274658203,69.87000274658203,70.81999969482422,69.91000366210938,21512200.0,65.34278106689453
615,2017-06-21,70.62000274658203,69.94000244140625,70.20999908447266,70.2699966430664,19891100.0,65.67925262451172
616,2017-06-22,70.58999633789062,69.70999908447266,70.54000091552734,70.26000213623047,22965700.0,65.66993713378906
617,2017-06-23,71.25,69.91999816894531,70.08999633789062,71.20999908447266,27617300.0,66.5578384399414
618,2017-06-26,71.70999908447266,70.44000244140625,71.4000015258789,70.52999877929688,19607000.0,65.92225646972656
619,2017-06-27,70.18000030517578,69.18000030517578,70.11000061035156,69.20999908447266,25215100.0,64.68849182128906
620,2017-06-28,69.83999633789062,68.79000091552734,69.20999908447266,69.80000305175781,25806200.0,65.2399673461914
621,2017-06-29,69.48999786376953,68.08999633789062,69.37999725341797,68.48999786376953,28918700.0,64.01554107666016
622,2017-06-30,69.37999725341797,68.73999786376953,68.77999877929688,68.93000030517578,24161100.0,64.42678833007812
623,2017-07-03,69.5999984741211,68.0199966430664,69.33000183105469,68.16999816894531,16165500.0,63.716453552246094
624,2017-07-05,69.44000244140625,68.22000122070312,68.26000213623047,69.08000183105469,21176300.0,64.56700134277344
625,2017-07-06,68.77999877929688,68.12000274658203,68.2699966430664,68.56999969482422,21117600.0,64.09031677246094
626,2017-07-07,69.83999633789062,68.69999694824219,68.69999694824219,69.45999908447266,16878300.0,64.92218017578125
627,2017-07-10,70.25,69.19999694824219,69.45999908447266,69.9800033569336,15014500.0,65.40819549560547
628,2017-07-11,70.68000030517578,69.75,70.0,69.98999786376953,17460000.0,65.41754913330078
629,2017-07-12,71.27999877929688,70.55000305175781,70.69000244140625,71.1500015258789,17750900.0,66.50177001953125
630,2017-07-13,72.04000091552734,71.30999755859375,71.5,71.7699966430664,20269800.0,67.08126068115234
631,2017-07-14,73.2699966430664,71.95999908447266,72.23999786376953,72.77999877929688,25868100.0,68.02528381347656
632,2017-07-17,73.44999694824219,72.72000122070312,72.80000305175781,73.3499984741211,21803900.0,68.55802917480469
633,2017-07-18,73.38999938964844,72.66000366210938,73.08999633789062,73.30000305175781,26435300.0,68.51129913330078
634,2017-07-19,74.04000091552734,73.44999694824219,73.5,73.86000061035156,22416200.0,69.03472137451172
635,2017-07-20,74.30000305175781,73.27999877929688,74.18000030517578,74.22000122070312,42361000.0,69.3712158203125
636,2017-07-21,74.29000091552734,73.16999816894531,73.44999694824219,73.79000091552734,46717100.0,68.96930694580078
637,2017-07-24,73.75,73.12999725341797,73.52999877929688,73.5999984741211,21394800.0,68.79171752929688
638,2017-07-25,74.30999755859375,73.5,73.80000305175781,74.19000244140625,22018700.0,69.34317779541016
639,2017-07-26,74.37999725341797,73.80999755859375,74.33999633789062,74.05000305175781,16252200.0,69.2123031616211
640,2017-07-27,74.41999816894531,72.31999969482422,73.76000213623047,73.16000366210938,36844200.0,68.3804702758789
641,2017-07-28,73.30999755859375,72.54000091552734,72.66999816894531,73.04000091552734,18306700.0,68.2682876586914
642,2017-07-31,73.44000244140625,72.41000366210938,73.30000305175781,72.69999694824219,23600100.0,67.95050048828125
643,2017-08-01,73.41999816894531,72.48999786376953,73.0999984741211,72.58000183105469,22132300.0,67.83834838867188
644,2017-08-02,72.55999755859375,71.44000244140625,72.55000305175781,72.26000213623047,26499200.0,67.5392837524414
645,2017-08-03,72.44000244140625,71.8499984741211,72.19000244140625,72.1500015258789,18214400.0,67.43645477294922
646,2017-08-04,73.04000091552734,72.23999786376953,72.4000015258789,72.68000030517578,22579000.0,67.93180084228516
647,2017-08-07,72.9000015258789,72.26000213623047,72.80000305175781,72.4000015258789,18705700.0,67.67008972167969
648,2017-08-08,73.12999725341797,71.75,72.08999633789062,72.79000091552734,22044600.0,68.03463745117188
649,2017-08-09,72.51000213623047,72.05000305175781,72.25,72.47000122070312,22213400.0,67.73554229736328
650,2017-08-10,72.19000244140625,71.3499984741211,71.9000015258789,71.41000366210938,24734500.0,66.74478149414062
651,2017-08-11,72.69999694824219,71.27999877929688,71.61000061035156,72.5,21443700.0,67.7635726928711
652,2017-08-14,73.72000122070312,72.94999694824219,73.05999755859375,73.58999633789062,20096600.0,68.78236389160156
653,2017-08-15,73.58999633789062,73.04000091552734,73.58999633789062,73.22000122070312,19181400.0,68.80115509033203
654,2017-08-16,74.0999984741211,73.16999816894531,73.33999633789062,73.6500015258789,18150400.0,69.20519256591797
655,2017-08-17,73.87000274658203,72.4000015258789,73.58000183105469,72.4000015258789,22977500.0,68.03063201904297
656,2017-08-18,72.83999633789062,71.93000030517578,72.2699966430664,72.48999786376953,18761500.0,68.1152114868164
